10177531,Holiday Inn Express Hotel And Suites Fairfield North,Holiday Inn Express Hotel And Suites Fairfield North,,31.71879,-96.17662,S,HTL,US,,TX,161,,,0,,146,America/Chicago,"2015-04-07
"
7155343,Charlevoix Public Library,Charlevoix Public Library,,45.31694,-85.26167,S,LIBR,US,,MI,029,14780,,0,188,185,America/Detroit,"2017-05-23
"
4462618,Crouse Elementary School,Crouse Elementary School,,35.42208,-81.30647,S,SCH,US,,NC,109,91552,,0,264,266,America/New_York,"2017-05-23
"
5091209,Pinneo Hill,Pinneo Hill,,43.72785,-72.22703,T,RDGE,US,,NH,009,,,0,378,389,America/New_York,"2006-01-15
"
4124535,Oakd Grove Cemetery,Oakd Grove Cemetery,,33.27429,-92.3557,S,CMTY,US,,AR,139,94074,,0,43,53,America/Chicago,"2017-05-23
"
4258926,Hill Branch,Hill Branch,,38.72672,-86.82056,H,STM,US,,IN,101,,,0,192,204,America/Indiana/Vincennes,"2006-01-15
"
4408650,Sid Hollow,Sid Hollow,,37.42616,-91.38764,T,VAL,US,,MO,065,,,0,298,307,America/Chicago,"2006-01-15
"
4772377,McKittricks Ridge,McKittricks Ridge,,38.24874,-79.24948,T,RDGE,US,,VA,015,,,0,921,931,America/New_York,"2006-01-15
"
5193346,Hershey Church,Hershey Church,,40.02038,-76.05801,S,CH,US,,PA,071,67568,,0,123,121,America/New_York,"2017-05-23
"
5151331,Cranberry Hills Golf Course,Cranberry Hills Golf Course,,40.95839,-82.82824,S,RECG,US,,OH,033,19134,,0,302,301,America/New_York,"2017-05-23
"
4390311,Hickman Mountain,Hickman Mountain,,37.34477,-90.57345,T,MT,US,,MO,093,74698,,0,287,286,America/Chicago,"2017-05-23
"
4730957,Soil Conservation Service Site 23 Dam,Soil Conservation Service Site 23 Dam,,32.33348,-96.78694,S,DAM,US,,TX,139,,,0,147,151,America/Chicago,"2006-01-15
"
5782171,Stoney Brook,Stoney Brook,,40.99106,-111.88633,P,PPLX,US,,UT,011,,,0,1338,1340,America/Denver,"2007-02-15
"
5050721,Twin Bluffs Scenic Overlook,Twin Bluffs Scenic Overlook,,43.99385,-91.45848,L,PRK,US,,MN,169,,,0,240,243,America/Chicago,"2010-02-20
"
8097149,IDEA Academy Mission,IDEA Academy Mission,,26.20553,-98.3638,S,SCH,US,,TX,215,,,0,35,40,America/Chicago,"2011-12-13
"
5772951,Clayton Peak,Clayton Peak,,40.59051,-111.55964,T,MT,US,,UT,051,,,0,3257,3246,America/Denver,"2010-02-18
"
5764565,Elm Tree Draw,Elm Tree Draw,,44.46193,-101.9371,T,VAL,US,,SD,055,,,0,621,621,America/Denver,"2006-01-15
"
8097398,City of Dickson Fire Department Station 1,City of Dickson Fire Department Station 1,,36.0756,-87.3872,S,BLDG,US,,TN,043,,,0,242,244,America/Chicago,"2011-12-13
"
4661569,Tallassee School (historical),Tallassee School (historical),,35.49786,-84.05407,S,SCH,US,,TN,123,,,0,442,437,America/New_York,"2006-01-15
"
9961552,Little Missouri River,Little Missouri River,,47.59618,-103.26453,H,STM,US,,ND,053,,,0,,588,America/Chicago,"2015-01-18
"
8125016,Dale Spring,Dale Spring,,38.60663,-78.3611,H,SPNG,US,,VA,113,,,0,811,811,America/New_York,"2013-03-08
"
7200657,Manitou Park Church of Christ,Manitou Park Church of Christ,,47.2717,-122.4899,S,CH,US,,WA,053,,,0,108,106,America/Los_Angeles,"2010-02-05
"
